ResturantId,ResturantName,ResturantZone,ResturanantAddress,ResturantTiming
12428,Cafe Repeat,Sarjapur Road,"Ground Floor, Renuka Complex, Kaikondrahalli, Opposite Fire Station, Sarjapur Road, Bangalore",8am – 10pm (Mon-Sun)
12429,Basveshwara Khaanavali,Electronic City,"349, P. Krishna Reddy Building, Konappana Agrahara, Near Infosys Gate 6, Electronic City, Bangalore","11:30am – 4pm, 7pm – 11pm (Mon-Sun)"
12430,Lassi Magic,Electronic City,"52, Kudlu Road, Kudlu Gate, Krishna Reddy Industrial Area, Hosapalaya, Muneshwara Nagar, Electronic City, Bangalore",11am – 11pm (Mon-Sun)
12431,Dunkin' Donuts,Sarjapur Road,"533/1/144, Agara Village, Begur Hobli, Near HDFC Building, Sarjapur Road, Bangalore",9am – 11pm (Mon-Sun)
12432,Mishmash,HSR,"450, 2nd Floor, 17th Cross, Sector 4, HSR, Bangalore","11:30am – 11:30pm (Mon, Tue, Wed, Thu, Sun)..."
12433,New Gongura Grand,HSR,"1136, Above Andhra Bank, 17th Cross Road, Muneswara Nagar, Sector 7, HSR, Bangalore","11:30am – 4pm, 6:30pm – 11pm (Mon-Sun)"
12434,Delhi Biryani Cafe,BTM,"1059/1, 16th Main Cross, Mico layout, 2nd Stage, BTM, Bangalore",11am – 11pm (Mon-Sun)
12435,Polo Scoops,Bommasandra,"308, Jigani Link Road, Bommasandra, Bengaluru",11am – 11pm (Mon-Sun)
12436,Hotel Tanish,HSR,"94, 28th Main, 7th Cross Road, Sector 1, HSR, Bangalore","11am – 4pm, 7pm – 10pm (Mon-Sat),Closed (Sun)"
12437,Atharva Grand,Bommanahalli,"NGR Layout, Roopena Agrahara, Bommanahalli, Bangalore",7am – 11pm (Mon-Sun)
12438,Grills & Rolls,JP Nagar,"17/1, SNVR Complex, Opposite Royal School, 24th Main, 18th Cross, JP Nagar, Bangalore",12:30pm – 10:30pm (Mon-Sun)
12439,Hot Attack,Electronic City,"Opposite Velankanni Gate, Phase 1, Electronic City, Bangalore",11am – 11pm (Mon-Sun)
12440,Sri Vishnu Grand,Sarjapur Road,"No 528, BVR complex, Ambalipura Village, Sarjapur Road, Bangalore",7am – 11pm (Mon-Sun)
12441,Late Night Cafe,Electronic City,"Shop 125, 2nd Cross, 4th Main, Electronic City, Bangalore",11am – 11pm (Mon-Sun)
12442,Popular Burger,Electronic City,"Shop 6, Krishnappa Gowda Building, Doddathogur, Opposite Wipro Gate 12, Electronic City, Bangalore",11am – 11pm (Mon-Sun)
12443,Eat N Drinks,Bellandur,"Near Vakil Gardenia Apartments, Bellandur Main Road, Bellandur, Bangalore",10am – 10pm (Mon-Sun)
12444,Chocoberry,Kumaraswamy Layout,"1, 643/A, 22nd Cross, 14th Main Road, 1st Stage, Kumaraswamy Layout, Bangalore",9:30am – 9pm (Mon-Sun)
12445,Pure Punjabi,Electronic City,"8th Cross, Neeladri Nagar, Phase 1, Electronic City, Bangalore","11am – 4pm, 7pm – 11pm (Mon-Sun)"
12446,Caffe Pascucci,JP Nagar,"690/A, 14th Main, 15th Cross, 2nd Phase, JP Nagar, Bangalore",8:30am – 11:30pm (Mon-Sun)
12447,MEALFUL WRAPS - Meals In A Wrap,BTM,"775, 16th Main, 2nd Stage 76, BTM, Bangalore",11am – 1am (Mon-Sun)
12448,Udupi Aramane,Bommanahalli,"26/27, Mangammanapalya Main Road, Sector 7, Bommanahalli, Bangalore",7am – 10:30pm (Mon-Sun)
12449,Bangalore Donne Biriyani,Kumaraswamy Layout,"52, Dayanad Sagar College Road, Teachers Colony, Kumaraswamy Layout, Bangalore",11:30am – 12midnight (Mon-Sun)
12450,Ghar Da Swaad,Bellandur,"2nd Floor, Sai Saburi Complex, Next to GM Reddy Royal Apartment, Bellandur, Bangalore","11am – 4pm, 6:30pm – 11:30pm (Mon-Sun)"
12451,Grand Desi Paratha,Kanakapura Road,"Beside Art Of Living Ashram, Udaypura Kanakapura Road, Bangalore",7am – 11pm (Mon-Sun)
12452,Sri Udupi Park,HSR,"9th Main Road, Sector 6, HSR, Bangalore",7am – 10:30pm (Mon-Sun)
12453,Lord Of Combos,Electronic City,"84/4, Doddathogur Village, Begur Hobli, Electronic City, Bangalore",11:30am – 11pm (Mon-Sun)
12454,Dreamcatcher,Bannerghatta Road,"128/54/10, Ground Floor, Opposite IIM - B, Bannerghatta Road, Bangalore",8am – 11pm (Mon-Sun)
12455,Tandoor And Spice,JP Nagar,"21, 1st Floor, Next to Oracle, Kalyani Magnum Technum Park, 7th Phase, JP Nagar, Bangalore","12noon – 4pm, 7pm – 11:30pm (Mon-Sun)"
12456,Roll Over,Jayanagar,"1A/29 , Shop 2 , 27th Cross, Jayanagar, Bangalore","12noon – 11:30pm (Mon-Thu),12noon – 12:30am..."
12457,Luo Han,HSR,"666, 27th Main Road, 13th Cross, Sector 1, HSR, Bangalore","11am – 3pm, 7pm – 11pm (Mon-Sun)"
12458,Café Down The Alley,Banashankari,"12, 29 Near PES University Back Gate, D'Souza Nagar, Hosakerehalli, 3rd Stage, Banashankari, Bangalore",10am – 10pm (Mon-Sun)
12459,Cakebuy,Bannerghatta Road,"1 B, Krishnamurthy Complex, Kodichikkanahalli Road, Bannerghatta Road, Bangalore","9am – 2:30pm, 4:30pm – 9:30pm (Mon-Sun)"
12460,The Vape,HSR,"345/418, 4th Floor, Cotton World Building, Near ICICI Bank, 27th Main Road, HSR, Bangalore",11am – 1am (Mon-Sun)
12461,Hi-Fuel Pub,Kanakapura Road,"3, Yelachenahalli, Kanakapura Road, Bangalore",12noon – 12midnight (Mon-Sun)
12462,Hotel New Karavali,Banashankari,"89, Behind Venkateshwara Bar, Near PES College, 1st Stage, Banashankari, Bangalore","11:30am – 4:30pm, 6:30pm – 10:30pm (Mon-Sun)"
12463,Lotus Tasty Food Service,Hosur Road,"76, 7th Cross, 6th Main Road, Garvebhavi Palya, Hosur Road, Bangalore",10am – 12midnight (Mon-Sun)
12464,Manu's Dining,HSR,"29, Teachers Colony, HSR, Bangalore","12noon – 3pm, 7pm – 12midnight (Mon-Sun)"
12465,Sri Krishna Sweets,Jayanagar,"37, 28th A Cross, Opposite Canara Bank, Geetha Colony, Jayanagar 4th Block, Jayanagar, Bangalore",8:30am – 9pm (Mon-Sun)
12466,Chaishai,HSR,"17/9, Krishna Kuteer Food Court, 18th Cross Sector 3, HSR, Bangalore",6:30am – 12midnight (Mon-Sun)
12467,Rasa Bhoga Pure Veg,Jayanagar,"663/52-5, 11th Main Road, 4th Block, Jayanagar, Bangalore",12:30pm – 3:30pm (Mon-Sun)
12468,Barbeque On Wheels,BTM,"Location Varies, 1st Stage, BTM, Bangalore",4:30pm – 11:30pm (Mon-Sun)
12469,Bake My Day,JP Nagar,"3/6, Rose Garden Road, Next to Kalyani Magnum Tech Park, JP Nagar, Bangalore",9am – 8pm (Mon-Sun)
12470,Cocoa 'n' Crème,JP Nagar,"203, Nanjundeshwara Layout, 5h Phase, JP Nagar, Bangalore",11am – 11pm (Mon-Sun)
12471,Swarg Sweets,JP Nagar,"Opposite Of Royal School, 5th Phase, JP Nagar, Bangalore",12noon – 9pm (Mon-Sun)
12472,Sri Sambrama Hindu Military Hotel,JP Nagar,"Vasantpura Main Road, Konounkunte Cross, JP Nagar, Bangalore","12:30pm – 4pm, 6pm – 11:30pm (Mon-Sun)"
12473,Bhojon Tripti,JP Nagar,"1260, Serial 35/4, SJR Tower's, 7th Phase, 24th Main, Puttanhalli, JP Nagar, Bangalore",8:30am – 10:30pm (Mon-Sun)
12474,North Indian Mess,JP Nagar,"39, 17th E Cross, 5th Phase, JP Nagar, Bangalore","7:30am – 10:30am, 12:30pm – 3pm, 7pm – 10:30pm..."
12475,Cafe Mount,BTM,"2nd Cross Road, 1st Main, 1st Stage, Maruti Nagar, BTM, Bangalore",4pm – 12midnight (Mon-Sun)
12476,The Juice Company,HSR,"780, Ground Floor, 19th Main Road, Sector 1, HSR, Bangalore",8am – 10:30pm (Mon-Sun)
12477,Augusta Cafe,JP Nagar,"Brigade Gardenia Campus, 8th Phase, JP Nagar, Bangalore","12noon – 3pm, 7pm – 10pm (Mon-Fri),8am – 10am..."
12478,Hotel Amulya,Electronic City,"Garvebhavi Palya, Next To RNS Motors, Hosur Road, Electronic City, Bangalore","11am – 4pm, 7pm – 11pm (Mon-Sun)"
12479,Health Gourmet,Sarjapur Road,"1378 1/1, Junnasandra, Opposite Wipro Corporate Office, Sarjapur Road, Bangalore",12noon – 12midnight (Mon-Sun)
12480,Bikaneri Sweets,Bannerghatta Road,"86, 5th Main Road, Arekere MICO Layout, 2nd Stage, Bannerghatta Road, Bangalore",8am – 10pm (Mon-Sun)
12481,USA-Unique Spices Of Andhra,Jayanagar,"51, 24th Cross, 11th Main, 4th Block, Jayanagar, Bangalore",11am – 11pm (Mon-Sun)
12482,Davanagere Benne Dosa,Jayanagar,"30th Cross Road, 4th Block, Jayanagar, Bangalore",8am – 10pm (Mon-Sun)
12483,The Bar-B-Q,Electronic City,"47/16, Varlakshmi Building, SML Royal GYM, Electronic City, Bangalore",7am – 4am (Mon-Sun)
12484,Samosa House,Bannerghatta Road,"2/1, DC Halli Main Road, Near Veeraabhadrawamy Bus Stop, Bilekahalli, Bannerghatta Road, Bangalore",7am – 10pm (Mon-Sun)
12485,Epic Biryani,Electronic City,"Foodcrate Brands Private Limited, Thirupalya, Hulimangala Main Road, Anekal Taluk, Opposite Gm Infinite, Electronic City, Bangalore",8am – 3am (Mon-Sun)
12486,Momopoly,JP Nagar,"1260, Survey 35/4, SJR Towers, 7th Phase, 24th Main Puttenahalli, JP Nagar, Bangalore",6am – 3am (Mon-Sun)
12487,Bob's Bar,JP Nagar,"2, 24th Main, RK Colony, 2nd Phase, JP Nagar, Bangalore",
12488,Night Out Multicuisine Restaurant,Bannerghatta Road,"2-4/2-5, Opposite HSBC, Arekere Gate, Pandu Ranga Nagar, Bannerghatta Road, Bangalore",11am – 11pm (Mon-Sun)
12489,One Night Stand,JP Nagar,"Jp Nagar, South Bangalore, Bangalore, Bengaluru, JP Nagar, Bangalore",12noon – 3am (Mon-Sun)
12490,Rock N Roll Restaurant,Bommasandra,"37, 5th Cross, Opposite TVS Nagar, Bommasandra, Bengaluru",12noon – 10pm (Mon-Sun)
12491,Tasty Cool And Crunch,Electronic City,"Shop 4, P-4 Prakash Reddy Building, Dadi Reddy Layout, Huskar Gate, Electronic City, Bangalore",10am – 4am (Mon-Sun)
12492,North Indian Fast Food,Kumaraswamy Layout,"129, 71st Cross Road, 1st Stage, Kumaraswamy Layout, Bangalore",10am – 10:30pm (Mon-Sun)
12493,Lassi Shop,Banashankari,"53/1, 1st Block, Bhavani Housing Society, Banagiri Nagar, 3rd Stage, Banashankari, Bangalore",11am – 10:30pm (Mon-Sun)
12494,Bachelors Bawarchi,HSR,"184/84, Agara Post, Sarjapura Road, Outer Ring Road, Bangalore, HSR, Bangalore",9am – 10:30pm (Mon-Sun)
12495,Sri Juice Junction,BTM,"1065/A12, Ground Floor, 9th Main Devarachikkanahalli Road, Vijaya Bank, BTM, Bangalore",10am – 10pm (Mon-Sun)
12496,Kakal Kai Ruchi,JP Nagar,"24th Main Road, 18th Cross, 5th Phase, JP Nagar, Bangalore","11:30am – 3:30pm, 6:30pm – 10:30pm (Mon-Sun)"
12497,Chaat Puchka,JP Nagar,"15th Cross Road, 100 Feet Ring Road, JP Nagar, Bangalore",11am – 11pm (Mon-Sun)
12498,Laung Elaichi,Kanakapura Road,"7/9/13, Mantri Tranquil, Gubbalala, Kanakapura Road, Bangalore",8am – 10:30pm (Mon-Sun)
12499,Bangarpet Pani Puri Chats,Jayanagar,"2nd Block, 80th Cross, Near BBMP Office Back Gate, Jayanagar, Bangalore",11:30am – 9pm (Mon-Sun)
12500,Eat N Drink,Kumaraswamy Layout,"11, Near Syndicate Bank, 3rd Cross, Govinayakanahalli, Kumaraswamy Layout, Bangalore",11am – 10pm (Mon-Sun)
12501,Kheteswara Pooja Sweets,HSR,"5424, 24th Main, HSR Layout, 2nd Sector, Parangipalya, HSR, Bangalore",7:30am – 10pm (Mon-Sun)
12502,Al Amin Royal Kitchen,Electronic City,Delivery Only,1pm – 3am (Mon-Sun)
12503,Kulfi Stick & Slice,Jayanagar,"8051/1, Krishna Rajendra Road, Opposite Corner House, 7th Block, Jayanagar, Bangalore",12noon – 10:30pm (Mon-Sun)
12504,Kolkata Famous Kati Roll,Uttarahalli,"22, Padma Shankara Complex, Main Road, Uttarahalli, Bangalore",11am – 11pm (Mon-Sun)
12505,Pepperwood,Sarjapur Road,"6, Gear School Road, Opposite Verma Hospital, Doddakannahalli, Sarjapur Road, Bangalore",11:30am – 11pm (Mon-Sun)
12506,Smoke - The Sizzler House,"Vega City, Bannerghatta Road","Unit 19, 3rd Floor, 172/1, Vega City Mall, Bannerghatta Road, Bangalore",10:30am – 11pm (Mon-Sun)
12507,The Indian Samosa,Electronic City,"Konnapa Agrahara, Doddathogur, Electronic City, Bangalore",7am – 11pm (Mon-Sun)
12508,Dodda Mane Baaduta,Banashankari,"3313, Vishwabharati Layout, 80 Feet Road, Girinagar, 4th Phase, Stage 3, Banashankari, Bangalore","12noon – 4:30pm, 7pm – 11:30pm (Mon-Sun)"
12509,Cafe Palnad,Electronic City,"532-531 8th Cross Road, Neeladri Nagar, Phase 1, Doddathoguru, Electronic City, Bangalore","6am – 11am, 6pm – 11pm (Mon-Sun)"
12510,Maha Bhojan,BTM,"783, 16th Main Road, Mico Employee Housing Co-operative Society, 2nd Stage, BTM, Bangalore",7am – 11pm (Mon-Sun)
12511,Iyengar's Inn,Jayanagar,"A/54, 31st A Cross, 2nd Main, National College Road, 7th Block, Jayanagar, Bangalore",7:30am – 8:30pm (Mon-Sun)
12512,Flavors of India,Bellandur,"Bhagini Icon Premeir Hotel, 57/1A Outer Ring Road, Opposite Sakra World Hospital, Devarabisanahalli, Bellandur, Bangalore","12:30pm – 3:30pm, 7pm – 11pm (Mon-Sun)"
12513,The Krishna Grand,Banashankari,"1, Monotype, 2nd Stage, Banashankari, Bangalore",7am – 11pm (Mon-Sun)
12514,Nisarga Garden Restaurant,Basavanagudi,"26, D.V.G. Road, Gandhi Bazaar, Basavanagudi, Bangalore","12noon – 3:30pm, 7pm – 10:30pm (Mon-Sun)"
12515,Sufra Restaurant,HSR,"89, 17th Cross, 14th Main, Sector 4, HSR, Bangalore","11:30am – 4:30pm, 7pm – 11:30pm (Mon-Sun)"
12516,The Daily Meal,BTM,"18, 1st Cross Road, NS Palya, BTM 2nd Stage, BTM, Bangalore",11am – 11pm (Mon-Sun)
12517,Karavali Naati Mane,Sarjapur Road,"Doddakannelli, Sarjapur Road, Bangalore","11am – 4pm, 6pm – 11pm (Mon-Sun)"
12518,Abhiruchi Hotel,BTM,"115, 31st Main, 2nd Stage, Behind Bus Stand, BTM, Bangalore",11:30am – 2am (Mon-Sun)
12519,Spurthi Foods,Bannerghatta Road,"1056 A Ground Floor, Nienth Main Road, Mulki Sundar Ram Shetty Nagar, Bilekahalli, Bannerghatta Road, Bangalore","12noon – 11am (Mon),12noon – 4pm, 7pm – 11pm..."
12520,Utsav Restaurant,Banashankari,"38/A, Mount Joy Road, Hanumanthnagar, Behind BMS College, Banashankari, Bangalore",9:30am – 10:30pm (Mon-Sun)
12521,Cream Chemistry,HSR,"1702, 19th Main Road, Sector 2, HSR, Bangalore",11am – 11pm (Mon-Sun)
12522,Savoury - Sea Shell Restaurant,BTM,"28, 1st Cross, Maruthi Nagar, Madiwala, BTM, Bangalore",7am – 12midnight (Mon-Sun)
12523,The Samosa Co,Jayanagar,"G9, Ground Floor, Lucky Paradise, 22nd Cross Rd, 3rd Block, Near Tayi Jewellers, Jayanagar, Bangalore","10am – 9:45pm (Mon-Sat),3pm – 9:45pm (Sun)"
12524,Prakriti Ahaara - A Vegan Restaurant,Bommasandra,"144/1C, Kirloskar Road, Bommasandra Industrial Area, Hebbgodi, Bommasandra, Bengaluru","12:30pm – 3:30pm, 7:30pm – 10:30pm (Mon-Sun)"
12525,Banashankari Donne Biryani,Basavanagudi,"181/24, 50 Feet Road, Girinagar, Basavanagudi, Bangalore",12noon – 10pm (Mon-Sun)
12526,56 Bhoga Sweets,HSR,"49, Agara Circle, Near Hanuman Statue, HSR, Bangalore",7am – 10pm (Mon-Sun)
12527,Malabar Eats,Bannerghatta Road,"Building 15, 1st Floor, Arekere Main Road, Bannerghatta Road, Bangalore",8am – 11pm (Mon-Sun)
12528,The Salad Studio,Bellandur,"Mint Plaza, Palm Avenue, Green Glen Layout, Bellandur, Bangalore",8am – 11:30pm (Mon-Sun)
12529,Lungees Foods,Sarjapur Road,"86, Krystal commercial complex, Kasavanahalli, Off Sarjapur Road, Sarjapur Road, Bangalore","7:30am – 10am, 12noon – 2:30pm, 6:30pm –..."
12530,Barbeque Spices,Electronic City,"163, 2nd Floor, 1st Cross Road, Neeladri Nagar, Phase 1, Electronic City, Bangalore","12noon – 3:30pm, 7pm – 10:30pm (Mon-Sun)"
12531,Kesar Rajasthani Parotha Point,Basavanagudi,"Old Market, V V Puram, Basavanagudi, Bangalore",11am – 11pm (Mon-Sun)
12532,Tai Chi,Sarjapur Road,"1st Floor, S V Complex, Dommasandra, Hobli, Sarjapur Road, Bangalore",8am – 11pm (Mon-Sun)
12533,Shawarma Inc,Banashankari,"32, 22nd Cross, 22nd Main, 2nd Stage, Near BDA Complex, Banashankari, Bangalore",11:30am – 12midnight (Mon-Sun)
12534,Chee-Chee Corner,Jayanagar,"119, Sivalaya, 2nd Cross, Jayanagar Housing Cooperative Society Layout, Gubbalala, Subramanyapura, Jayanagar, Bangalore",24 Hours (Mon-Sun)
12535,Wite & Ello,Banashankari,"33, 8th Block, 3rd Phase, Banashankari 3rd Stage, Banashankari, Bangalore","6pm – 10:30pm (Mon),12noon – 10:30pm (Tue-Sun)"
12536,Mumbai Badam Milk & Lassi Center,Basavanagudi,"11/3, Old Market Road, V.V Puram, Basavanagudi, Bangalore",10am – 10:30pm (Mon-Sun)
12537,Peking Bowl,BTM,"57/01, 7th Main, 9th Cross, Yellappa Layout, BTM, Bangalore",11:30am – 10:59pm (Mon-Sun)
12538,Coffee Tea & More,Bellandur,"Salarpuria Touchstone, Outer Rign Road, Opposite Wellsfargo, Kadubeshnahalli, Mahadevapura Bellandur, Bangalore","8am – 8pm (Mon-Fri),Closed (Sat-Sun)"
12539,Eat Snacks,HSR,"157, Shop 7, 2nd Cross, 1st Floor, Yellunkunte Road, Mangammana Palya, Sector 3, HSR, Bangalore",7am – 10:30pm (Mon-Sun)
12540,Hotel Ivy Dew Drops,Bommasandra,"119/2, Behind NH Hospital, Kithiganahalli, Hennagara Main Road, Bommasandra, Bommansadra, Bengaluru",7am – 11pm (Mon-Sun)
12541,Akshaya Thaja Thindi,Jayanagar,"462, 2nd Block, Near Ashoka Pillar, Jayanagar, Bangalore",10am – 11pm (Mon-Sun)
12542,Sri Basaveshwara Rotti Oota,Jayanagar,"692, 1st Floor, 12th Cross, Jayanagar, Bangalore",7:30am – 10pm (Mon-Sun)
12543,Sri Ganesh Fast Food,Kumaraswamy Layout,"83/1, Next To Sydicate bank, 50 Feet Road, Kumaraswamy Layout, Bangalore",6am – 10pm (Mon-Sun)
12544,Ritika's KKitchen,JP Nagar,"8, Second Floor, 1st main, 1st Cross, Opposite Jaraganahalli Park, 6th Cross, Second House, Chikkaswamy Layout, JP Nagar, Bangalore","11:30am – 3:30pm, 6:30pm – 9:30pm (Mon-Sun)"
12545,The Cake Shop,JP Nagar,"Puttenahalli Main Road, 7th Phase, JP Nagar, Bangalore",8:30am – 10pm (Mon-Sun)
12546,Chillz,Jayanagar,"177/A, 22nd Cross, 3rd Block, Jayanagar, Bangalore",1:30pm – 11pm (Mon-Sun)
12547,Ice Zone Cafe,Jayanagar,"145, 6th C Main Road, 4th Block, Jayanagar, Bangalore",11am – 11pm (Mon-Sun)
12548,Taaza Coffee,Jayanagar,"69/1, 7th Block, Yadiyur Circle, Jayanagar, Bangalore","8am – 1pm, 3:30pm – 10pm (Mon-Sun)"
12549,The Biryani House,JP Nagar,"24th Main, 70/2, Narasaraju Compound, 1st Cross, Puttenahalli Main Road, 7th Phase, JP Nagar, Bangalore",11am – 11pm (Mon-Sun)
12550,Diana Fast Food Center,Sarjapur Road,"Near Anjanadri High School, Doddakannelli - Kaadubeesanahalli Road, Janatha Colony, Doddakannalli, Sarjapur Road, Bangalore","9am – 1pm, 4:30pm – 10:30pm (Mon-Sun)"
12551,Armani Cafe,BTM,"Opposite City Clinic, 1st Cross, Maruti Nagar, Madiwala, Near BTM, Bangalore",9am – 12midnight (Mon-Sun)
12552,Bombat Udupi Cafe,Jayanagar,"1012, 28th C Cross, 11th Main, 4th Block, Jayanagar, Bangalore",7am – 8:30pm (Mon-Sun)
12553,Hosanna Chinese Restaurant,BTM,"1, 5th Cross, Bhovi Colony, Taverkeri Main Road, Krishna Murthi Layout, Suddagunte Palya, BTM, Bangalore",11am – 11pm (Mon-Sun)
12554,Super Roll,BTM,"62, 3rd Main, Bharathi Layout, S.G. Palya, Dharmaram College, Christ University Back Gate, BTM, Bangalore","11:30am – 9:30pm (Mon-Sat),Closed (Sun)"
12555,Weapon Cool Cafe,Banashankari,"373, 8th Main Road, Banashankari 3rd Stage, Avalahalli, Banashankari, Bengaluru",6am – 10pm (Mon-Sun)
12556,Cafe Acharya,JP Nagar,"1st phase, Kanakpura Road, Sarkari Gate, JP Nagar, Bangalore",7am – 9pm (Mon-Sun)
12557,A.R Fast Food,Jayanagar,"17, BG Road, 3, 3rd Main Rd, Bismillahnagar, S.G. Palya, Jayanagar, Bangalore",3:30pm – 11:30pm (Mon-Sun)
12558,Gelato Italiano,JP Nagar,"4th Floor, Central Mall, 45th Cross, 2nd Phase, JP Nagar, Bangalore",11am – 10pm (Mon-Sun)
12559,Cafe Coffee Day,Electronic City,"Plot 44, Heritage Food Court, Hosur Road, Electronic City, Bangalore",8am – 9pm (Mon-Sun)
12560,FLRT,Sarjapur Road,"9, 1st Floor, Katha 1436/1416/9, Rainbow Residency, Junnasandra Village, Above Fresh & Fast Supermarket, Sarjapur Road, Bangalore",11am – 11pm (Mon-Sun)
12561,Ministry of Burger,Electronic City,Delivery Only,11am – 11pm (Mon-Sun)
12562,Tandoor-De-Naal,Bommanahalli,"113, 3rd, Main AECS Layout, B Block, Singasandra, Bommanahalli, Bangalore","8am – 11pm (Mon, Tue, Wed, Thu, Sat, Sun), 8am –..."
12563,The Thali Company,HSR,"1217, 11th Cross, 24th Main, Sector 1, HSR, Bangalore","12noon – 3:30pm, 7pm – 11pm (Mon-Sun)"
12564,The Table,HSR,"25/26, 6th Sector, BDA Complex, HSR, Bangalore",11am – 11pm (Mon-Sun)
12565,Banashankari Coffee Kendra,Banashankari,"226/Y, 2nd Main Road, 7 Block, Banashankari 3rd Stage, Banashankari, Bangalore",6am – 9:30pm (Mon-Sun)
12566,MealSmith,HSR,"1/120, 14th Main Road, 5th Sector, HSR, Bangalore","11:30am – 3:30pm, 7pm – 11pm (Mon-Sun)"
12567,Alkausar Food Center,BTM,"146, 21 Cross, 16th Main, 2nd Stage, Near Mico Layout Police Station, BTM, Bangalore",11am – 1am (Mon-Sun)
12568,Chettinadu Veg Bite,BTM,"297, 7th Main, Micro Layout, Btm 2nd Stage, BTM, Bangalore",7:30am – 10:30pm (Mon-Sun)
12569,Convene Paradise,Bellandur,"20/3, KK Halli, Beside Srinivasa Signature Apartment, Bellandur, Bangalore","12noon – 3pm, 7pm – 11:30pm (Mon-Sun)"
12570,Andhraa Chilli's,Hosur Road,"2261, Aecs Layout, A Block, 60 Feet Road, Kudlu, Singasandra Post, Hosur Road, Bangalore",9am – 11pm (Mon-Sun)
12571,Cocoa Bakes,Jayanagar,"18, 8th Main Road, 3rd Cross, 1st Block E, BDA Layout Bangalore, Jayanagar, Bangalore","Closed (Mon),11am – 9:30pm (Tue-Sun)"
12572,Republic Shakes And Snacks,Electronic City,"3, Phase 1, Ajmera Avenue, Neeladri Road, Electronic City, Bangalore",11am – 11pm (Mon-Sun)
12573,"Durgamba Upahar's ""Nonveg Kitchen",BTM,"15, 1st Stage, VP Road, Old Madiwala, BTM, Bangalore",12noon – 12:30am (Mon-Sun)
12574,Srinivasa Hotel,Electronic City,"11, Anjana Reddy Building, Abhay Reddy Street, Doddathogur, Electronic City, Bangalore",11am – 11pm (Mon-Sun)
12575,Kabab Stop,Banashankari,"Near Turahalli Forest, 6th Stage, Banashankari, Bangalore",7pm – 11:30pm (Mon-Sun)
12576,Mistaan Sweets And Chaat,HSR,"1313, 24th Main Road, Opposite Purva Fairmont Apartment, Sector 2, HSR, Bangalore",10:30am – 10:30pm (Mon-Sun)
12577,The Meal Plate,BTM,"40, Ground Floor, 7th Main Road, NS Palya, 2nd Stage, BTM, Bangalore","11am – 11:30pm (Mon),11am – 11pm (Tue-Sun)"
12578,No Name Thattukada,Bommanahalli,"Maruthi Layout, Hongasandra, Bommanahalli, Bangalore",6:30am – 10:30pm (Mon-Sun)
12579,Punjabi Restaurant,Bommanahalli,"181, 2nd Main, 3rd Cross, Hongasandra, Begur Main Road, Bommanahalli, Bangalore",24 Hours (Mon-Sun)
12580,Happy Tummies,Bommanahalli,"Shop 04, 34/4, KSV Complex, Kodichikkanahalli Main Road, Begur Hobli, Opposite PK Home Needs & SBM Bank, Bommanahalli, Bangalore",9am – 10pm (Mon-Sun)
12581,Tentacles,BTM,"5, 4th Main Road, Near Ayyappa Temple, Madiwala, BTM, Bangalore",12noon – 10pm (Mon-Sun)
12582,Anand Banashankari Donne Biriyani,Jayanagar,"1/21, Ground Floor, Near GRT Jewelers, 32nd Cross, 10th Main, Jayanagar, Bangalore","11am – 4pm, 7pm – 10:30pm (Mon-Sun)"
